land_size_acres,crop_type,irrigation_type,soil_type,region,past_fertilizer_usage,recommended_nutrient_dose,max_allowed_qty
3.67,Maize,Borewell,Loam,West,81.76,30,113.41
3.44,Paddy,Borewell,Loam,South,202.64,50,154.9
1.62,Cotton,Rainfed,Sandy,West,75.42,40,70.4
3.74,Paddy,Borewell,Loam,North,202.5,50,171.72
2.81,Cotton,Borewell,Loam,East,91.69,40,105.23
4.15,Paddy,Rainfed,Clay,North,159.26,50,206.2
4.72,Maize,Borewell,Clay,West,112.28,30,155.14
4.97,Paddy,Rainfed,Sandy,East,242.99,50,232.11
1.92,Maize,Rainfed,Loam,West,52.55,30,55.4
1.76,Paddy,Rainfed,Loam,North,104.38,50,81.9
3.8,Maize,Rainfed,Sandy,West,79.82,30,116.19
4.62,Maize,Borewell,Loam,North,116.97,30,129.88
3.43,Paddy,Borewell,Clay,North,181.16,50,177.95
1.94,Paddy,Borewell,Loam,West,80.13,50,105.84
4.65,Paddy,Borewell,Clay,South,215.91,50,248.6
2.54,Cotton,Rainfed,Sandy,North,92.68,40,94.63
2.42,Cotton,Borewell,Loam,North,93.77,40,87.56
2.5,Paddy,Borewell,Loam,North,136.33,50,129.5
3.36,Maize,Rainfed,Sandy,West,116.4,30,91.08
3.01,Maize,Borewell,Clay,West,98.76,30,91.05
1.96,Paddy,Borewell,Loam,South,75.28,50,105.6
2.62,Cotton,Rainfed,Sandy,West,119.37,40,106.6
3.53,Cotton,Borewell,Sandy,South,155.62,40,145.69
2.29,Cotton,Rainfed,Sandy,West,87.64,40,97.15
2.18,Maize,Rainfed,Sandy,West,58.47,30,60.11
4.62,Paddy,Borewell,Loam,East,172.21,50,237.85
2.36,Cotton,Borewell,Loam,South,85.23,40,97.79
0.8,Cotton,Borewell,Sandy,North,31.9,40,33.74
4.23,Paddy,Rainfed,Clay,South,166.08,50,228.31
3.45,Paddy,Borewell,Loam,West,196.81,50,171.99
2.94,Paddy,Rainfed,Clay,East,170.45,50,158.76
2.52,Paddy,Rainfed,Loam,West,105.49,50,123.31
2.24,Cotton,Borewell,Sandy,North,75.57,40,85.45
4.37,Paddy,Borewell,Loam,West,160.58,50,226.26
1.28,Maize,Borewell,Loam,South,33.49,30,35.03
1.71,Paddy,Rainfed,Loam,South,92.7,50,92.08
1.5,Cotton,Rainfed,Sandy,North,55.91,40,59.64
4.43,Paddy,Rainfed,Clay,North,239.53,50,222.08
3.52,Paddy,Borewell,Loam,South,197.77,50,158.74
2.31,Maize,Borewell,Loam,West,79.95,30,72.63
2.94,Maize,Rainfed,Clay,North,85.1,30,85.51
2.84,Maize,Rainfed,Clay,South,87.56,30,83.81
3.71,Maize,Rainfed,Sandy,East,125.84,30,103.61
2.53,Paddy,Rainfed,Loam,East,114.36,50,131.24
1.62,Paddy,Borewell,Sandy,West,82.63,50,87.12
2.38,Cotton,Rainfed,Clay,East,110.0,40,104.59
0.98,Paddy,Rainfed,Clay,East,40.01,50,53.41
4.81,Cotton,Rainfed,Sandy,West,144.08,40,173.74
1.22,Paddy,Borewell,Sandy,South,73.08,50,57.1
2.76,Paddy,Borewell,Clay,North,155.14,50,124.76
3.22,Paddy,Rainfed,Clay,North,135.0,50,172.67
1.78,Cotton,Borewell,Loam,South,74.29,40,73.68
1.5,Cotton,Rainfed,Loam,West,43.04,40,58.91
1.8,Paddy,Borewell,Sandy,East,99.4,50,95.41
2.56,Maize,Borewell,Clay,South,77.05,30,78.4
4.22,Maize,Rainfed,Sandy,East,115.52,30,120.91
1.69,Cotton,Borewell,Clay,South,65.44,40,66.91
2.48,Cotton,Rainfed,Sandy,East,73.96,40,103.54
1.46,Cotton,Borewell,Clay,East,46.63,40,57.38
1.53,Cotton,Borewell,Clay,South,60.71,40,59.63
2.52,Maize,Rainfed,Clay,North,73.23,30,71.12
1.2,Cotton,Rainfed,Loam,East,54.73,40,47.36
2.35,Paddy,Borewell,Loam,North,84.34,50,117.45
2.99,Paddy,Borewell,Sandy,East,146.42,50,155.69
1.3,Maize,Borewell,Loam,South,32.22,30,41.42
4.76,Maize,Borewell,Clay,North,109.67,30,142.73
1.46,Cotton,Rainfed,Clay,South,42.63,40,56.36
1.15,Paddy,Borewell,Clay,East,60.66,50,57.89
1.15,Cotton,Rainfed,Loam,West,32.41,40,48.84
1.29,Cotton,Rainfed,Sandy,East,51.76,40,49.92
3.13,Cotton,Rainfed,Loam,East,107.4,40,114.86
1.5,Maize,Borewell,Loam,East,35.73,30,44.35
3.46,Cotton,Rainfed,Sandy,West,115.14,40,124.89
2.84,Paddy,Rainfed,Sandy,North,142.41,50,155.15
3.15,Paddy,Rainfed,Clay,South,147.35,50,159.81
4.68,Maize,Rainfed,Clay,South,156.43,30,135.43
1.57,Cotton,Rainfed,Loam,South,52.21,40,62.86
3.85,Cotton,Borewell,Clay,West,146.55,40,140.69
3.76,Cotton,Borewell,Loam,West,165.89,40,144.07
3.49,Cotton,Borewell,Loam,East,127.5,40,150.46
4.3,Maize,Rainfed,Sandy,West,124.19,30,133.94
4.48,Maize,Rainfed,Clay,North,127.39,30,129.38
3.89,Cotton,Rainfed,Sandy,North,126.04,40,152.13
4.4,Maize,Rainfed,Sandy,East,140.21,30,129.46
1.47,Maize,Borewell,Clay,West,38.72,30,42.2
1.29,Cotton,Borewell,Loam,South,55.3,40,49.04
2.54,Cotton,Rainfed,Sandy,South,90.72,40,111.4
2.26,Maize,Rainfed,Loam,North,50.17,30,62.24
3.16,Maize,Borewell,Loam,North,94.77,30,93.26
2.44,Paddy,Rainfed,Sandy,North,88.69,50,122.4
2.77,Paddy,Rainfed,Loam,North,107.31,50,127.53
1.06,Maize,Rainfed,Sandy,North,23.87,30,32.5
1.38,Paddy,Rainfed,Clay,East,56.97,50,64.5
4.81,Maize,Borewell,Clay,East,162.67,30,136.52
1.97,Paddy,Borewell,Loam,North,79.29,50,98.34
0.59,Maize,Borewell,Clay,West,18.33,30,17.78
4.54,Maize,Borewell,Sandy,West,106.54,30,144.48
4.06,Maize,Rainfed,Clay,East,93.01,30,119.33
1.27,Maize,Rainfed,Clay,West,31.52,30,36.3
3.0,Cotton,Rainfed,Sandy,South,108.68,40,130.75
1.07,Cotton,Borewell,Loam,South,50.8,40,40.49
3.98,Maize,Borewell,Loam,East,103.82,30,110.88
4.36,Paddy,Rainfed,Sandy,West,186.27,50,224.93
3.05,Cotton,Borewell,Loam,West,114.18,40,121.9
3.8,Paddy,Borewell,Sandy,West,141.34,50,196.39
4.53,Cotton,Rainfed,Sandy,East,132.08,40,168.18
3.72,Maize,Rainfed,Loam,West,102.52,30,109.45
1.12,Maize,Rainfed,Loam,North,32.03,30,31.09
2.64,Cotton,Borewell,Loam,North,114.24,40,100.49
2.66,Paddy,Rainfed,Clay,East,159.07,50,137.96
4.29,Paddy,Rainfed,Clay,West,194.64,50,225.99
0.68,Paddy,Rainfed,Sandy,North,25.89,50,31.98
2.31,Maize,Rainfed,Clay,North,77.82,30,67.17
3.45,Paddy,Rainfed,Sandy,North,181.93,50,175.47
2.11,Maize,Borewell,Loam,West,62.57,30,61.3
0.88,Cotton,Rainfed,Clay,North,42.11,40,32.58
0.83,Cotton,Borewell,Sandy,South,37.82,40,31.88
3.43,Cotton,Borewell,Sandy,West,118.61,40,134.22
1.68,Paddy,Borewell,Sandy,South,73.21,50,82.5
3.74,Maize,Rainfed,Sandy,North,107.24,30,122.15
0.69,Maize,Borewell,Clay,North,19.7,30,21.05
4.64,Paddy,Borewell,Sandy,North,168.1,50,235.41
4.34,Cotton,Borewell,Clay,South,142.52,40,186.66
0.59,Paddy,Rainfed,Clay,West,31.45,50,32.06
3.46,Maize,Borewell,Clay,East,95.45,30,94.35
4.64,Maize,Rainfed,Clay,South,130.17,30,126.09
3.6,Cotton,Rainfed,Sandy,West,135.49,40,133.18
1.46,Cotton,Borewell,Loam,South,42.76,40,59.27
3.3,Cotton,Borewell,Clay,South,125.78,40,140.37
4.37,Cotton,Borewell,Clay,South,176.17,40,157.77
3.63,Maize,Rainfed,Loam,East,98.99,30,110.33
3.42,Cotton,Borewell,Sandy,West,119.72,40,148.21
1.1,Maize,Rainfed,Loam,West,34.18,30,29.73
4.66,Cotton,Borewell,Loam,West,140.97,40,171.3
2.0,Maize,Borewell,Clay,East,53.21,30,56.57
3.13,Maize,Borewell,Sandy,West,86.52,30,85.15
1.94,Paddy,Rainfed,Clay,West,107.21,50,100.68
3.76,Paddy,Rainfed,Clay,West,197.22,50,180.89
0.95,Cotton,Rainfed,Loam,North,31.78,40,40.52
4.91,Paddy,Rainfed,Sandy,South,232.47,50,221.43
1.13,Maize,Rainfed,Sandy,North,29.19,30,34.43
0.84,Paddy,Borewell,Loam,East,49.21,50,40.87
4.61,Maize,Borewell,Loam,East,150.78,30,145.37
3.23,Maize,Borewell,Sandy,West,98.2,30,99.57
3.33,Maize,Rainfed,Sandy,South,97.59,30,109.62
3.8,Cotton,Rainfed,Clay,East,165.45,40,163.32
1.47,Cotton,Rainfed,Sandy,West,43.62,40,58.6
2.81,Paddy,Borewell,Clay,South,156.6,50,138.92
3.07,Paddy,Borewell,Sandy,North,147.9,50,139.32
3.27,Maize,Rainfed,Loam,South,109.29,30,91.38
3.17,Cotton,Borewell,Clay,South,126.39,40,118.28
1.06,Cotton,Rainfed,Loam,North,50.46,40,41.5
1.52,Paddy,Rainfed,Clay,North,59.71,50,78.55
3.24,Cotton,Borewell,Loam,East,132.42,40,118.92
4.52,Cotton,Borewell,Clay,East,161.75,40,174.05
2.58,Paddy,Rainfed,Loam,South,115.46,50,138.38
4.68,Cotton,Borewell,Clay,East,159.44,40,200.83
4.02,Maize,Rainfed,Sandy,East,140.55,30,114.47
3.1,Paddy,Borewell,Sandy,South,129.78,50,165.05
0.52,Maize,Borewell,Clay,North,15.33,30,15.1
1.95,Cotton,Borewell,Clay,North,79.75,40,83.48
3.24,Paddy,Borewell,Loam,West,182.51,50,154.37
2.84,Cotton,Borewell,Loam,South,105.11,40,102.5
3.01,Cotton,Rainfed,Clay,South,124.1,40,122.61
3.81,Cotton,Rainfed,Sandy,East,150.22,40,139.19
1.02,Maize,Borewell,Clay,West,30.55,30,29.22
0.86,Maize,Rainfed,Clay,North,23.6,30,26.08
1.98,Paddy,Rainfed,Clay,North,104.96,50,101.85
2.0,Maize,Borewell,Clay,East,64.65,30,61.78
3.37,Paddy,Borewell,Loam,East,164.58,50,152.03
3.63,Maize,Rainfed,Clay,South,96.71,30,118.54
4.18,Maize,Borewell,Sandy,South,124.63,30,119.18
1.42,Cotton,Rainfed,Loam,North,49.43,40,56.53
1.83,Cotton,Borewell,Sandy,West,70.09,40,68.3
4.9,Maize,Borewell,Clay,East,110.83,30,159.7
4.61,Maize,Rainfed,Clay,East,133.14,30,144.52
2.46,Paddy,Borewell,Clay,East,124.85,50,119.08
1.86,Cotton,Borewell,Clay,West,73.59,40,74.37
3.11,Paddy,Borewell,Loam,North,131.14,50,151.36
0.88,Maize,Borewell,Sandy,West,19.17,30,25.1
0.83,Paddy,Rainfed,Sandy,North,31.2,50,44.1
0.67,Paddy,Borewell,Loam,South,34.49,50,31.98
4.42,Cotton,Rainfed,Loam,West,166.63,40,169.93
2.83,Maize,Borewell,Clay,North,75.64,30,85.99
1.02,Paddy,Borewell,Sandy,West,61.12,50,50.24
2.07,Cotton,Borewell,Sandy,West,87.36,40,80.55
4.25,Paddy,Rainfed,Loam,South,197.02,50,221.83
0.98,Maize,Rainfed,Sandy,South,33.02,30,30.79
1.45,Paddy,Rainfed,Clay,East,56.02,50,69.84
4.89,Maize,Borewell,Loam,West,121.53,30,145.41
0.64,Paddy,Borewell,Clay,North,28.76,50,32.46
4.79,Cotton,Borewell,Clay,West,183.62,40,203.83
2.96,Cotton,Borewell,Clay,South,85.29,40,114.02
3.09,Paddy,Borewell,Clay,South,181.58,50,165.6
1.53,Maize,Borewell,Loam,North,37.18,30,43.16
4.65,Maize,Rainfed,Sandy,South,157.12,30,147.17
2.27,Maize,Borewell,Sandy,West,64.84,30,67.61
1.64,Maize,Borewell,Sandy,North,46.86,30,44.58
1.09,Paddy,Rainfed,Sandy,South,62.31,50,57.24
2.4,Maize,Rainfed,Clay,West,69.02,30,70.13
3.83,Cotton,Rainfed,Loam,East,167.31,40,161.27
3.75,Cotton,Borewell,Sandy,East,120.34,40,145.14
2.61,Maize,Borewell,Clay,East,67.76,30,82.29
1.98,Maize,Rainfed,Loam,North,45.69,30,58.2
4.91,Paddy,Borewell,Sandy,South,199.58,50,251.01
2.45,Maize,Borewell,Clay,East,54.06,30,73.32
3.66,Cotton,Borewell,Clay,South,140.05,40,157.3
1.8,Cotton,Rainfed,Sandy,West,53.5,40,78.29
2.2,Paddy,Borewell,Loam,North,108.7,50,116.42
1.96,Maize,Rainfed,Sandy,West,62.22,30,54.51
1.81,Maize,Borewell,Clay,East,41.94,30,57.68
1.5,Cotton,Rainfed,Loam,North,63.52,40,65.32
2.87,Maize,Rainfed,Loam,North,83.52,30,85.43
1.97,Paddy,Borewell,Loam,South,92.38,50,100.53
4.94,Cotton,Rainfed,Sandy,North,230.97,40,211.91
4.5,Cotton,Rainfed,Clay,East,168.11,40,185.67
4.53,Paddy,Rainfed,Loam,South,203.05,50,247.42
2.37,Paddy,Rainfed,Sandy,West,118.56,50,123.47
4.78,Maize,Borewell,Clay,West,117.92,30,150.46
2.84,Cotton,Rainfed,Sandy,West,94.77,40,119.88
2.99,Maize,Rainfed,Clay,West,92.43,30,86.52
2.67,Maize,Borewell,Clay,North,80.8,30,78.58
1.39,Maize,Rainfed,Clay,South,49.24,30,41.8
3.8,Cotton,Rainfed,Loam,West,137.64,40,147.6
2.33,Paddy,Rainfed,Loam,East,105.39,50,117.53
2.95,Cotton,Rainfed,Sandy,North,111.93,40,109.38
2.73,Paddy,Rainfed,Sandy,East,107.09,50,126.29
4.7,Maize,Borewell,Loam,West,141.35,30,145.5
2.31,Paddy,Rainfed,Clay,West,133.34,50,118.69
3.96,Paddy,Rainfed,Loam,South,175.09,50,216.22
4.19,Maize,Borewell,Sandy,North,141.66,30,117.46
1.72,Maize,Rainfed,Clay,West,43.49,30,49.24
4.35,Paddy,Rainfed,Loam,East,155.72,50,199.06
1.73,Maize,Borewell,Clay,South,41.52,30,49.12
4.09,Paddy,Borewell,Clay,North,200.73,50,184.29
2.43,Cotton,Borewell,Clay,West,87.86,40,89.7
3.54,Cotton,Rainfed,Clay,South,148.83,40,147.86
3.78,Paddy,Rainfed,Loam,North,132.3,50,206.16
4.16,Cotton,Rainfed,Sandy,North,191.69,40,150.28
4.7,Cotton,Borewell,Loam,North,207.72,40,200.68
0.92,Paddy,Rainfed,Clay,North,49.19,50,50.23
3.55,Paddy,Borewell,Loam,East,174.89,50,193.32
2.49,Cotton,Rainfed,Clay,West,99.56,40,99.13
4.7,Maize,Borewell,Clay,East,104.06,30,141.03
3.59,Cotton,Rainfed,Loam,West,157.38,40,145.98
4.59,Cotton,Rainfed,Loam,East,214.99,40,167.6
2.31,Cotton,Borewell,Clay,East,65.76,40,89.25
2.92,Paddy,Rainfed,Clay,North,168.69,50,156.12
1.07,Paddy,Borewell,Loam,East,39.94,50,54.46
2.89,Paddy,Rainfed,Sandy,North,120.4,50,156.04
4.67,Cotton,Borewell,Loam,North,168.36,40,201.38
2.23,Paddy,Borewell,Sandy,West,119.13,50,110.96
1.05,Cotton,Borewell,Sandy,North,48.89,40,41.61
3.81,Cotton,Rainfed,Sandy,West,134.66,40,137.74
0.95,Maize,Rainfed,Clay,East,27.02,30,29.58
2.01,Paddy,Rainfed,Clay,East,105.3,50,104.49
3.67,Paddy,Rainfed,Loam,North,173.64,50,198.73
2.7,Cotton,Borewell,Loam,West,99.91,40,101.51
1.88,Maize,Borewell,Loam,North,40.67,30,57.91
1.62,Maize,Rainfed,Sandy,South,41.41,30,51.23
1.97,Maize,Rainfed,Clay,South,48.53,30,55.19
3.99,Cotton,Borewell,Loam,South,122.07,40,158.12
2.78,Cotton,Rainfed,Loam,East,116.06,40,114.16
4.15,Maize,Borewell,Clay,West,89.94,30,119.43
1.76,Maize,Borewell,Sandy,West,40.81,30,50.57
1.89,Cotton,Borewell,Clay,West,72.65,40,78.08
2.21,Paddy,Borewell,Clay,West,117.1,50,106.88
1.81,Maize,Rainfed,Sandy,North,52.7,30,49.13
0.86,Paddy,Borewell,Loam,North,39.09,50,46.81
3.75,Cotton,Borewell,Clay,South,111.61,40,160.39
3.8,Cotton,Rainfed,Loam,East,152.83,40,161.74
2.32,Paddy,Rainfed,Sandy,South,94.05,50,116.28
2.97,Cotton,Rainfed,Clay,East,115.14,40,120.35
4.77,Maize,Borewell,Sandy,North,164.73,30,153.85
4.11,Paddy,Rainfed,Loam,West,240.79,50,189.0
1.69,Cotton,Rainfed,Sandy,West,64.05,40,72.29
2.77,Maize,Rainfed,Sandy,South,89.25,30,77.1
1.64,Cotton,Borewell,Sandy,North,69.92,40,61.2
2.08,Paddy,Borewell,Sandy,East,86.57,50,100.88
3.69,Cotton,Rainfed,Loam,East,130.47,40,149.23
0.95,Maize,Borewell,Sandy,East,31.42,30,27.76
3.42,Paddy,Borewell,Loam,West,181.72,50,161.07
4.48,Maize,Borewell,Sandy,West,135.49,30,132.48
1.32,Maize,Rainfed,Loam,East,46.38,30,41.62
1.44,Paddy,Borewell,Clay,South,62.56,50,76.46
3.63,Maize,Rainfed,Sandy,East,117.93,30,107.62
3.72,Paddy,Rainfed,Loam,South,166.14,50,175.26
3.35,Paddy,Rainfed,Loam,West,198.99,50,161.16
2.57,Maize,Borewell,Clay,East,79.95,30,77.74
4.3,Maize,Borewell,Clay,East,139.43,30,117.6
4.99,Paddy,Borewell,Clay,South,268.51,50,267.66
3.43,Paddy,Borewell,Sandy,South,193.48,50,158.2
2.06,Paddy,Rainfed,Clay,East,117.24,50,96.85
0.85,Paddy,Rainfed,Sandy,West,46.5,50,45.35
1.23,Cotton,Rainfed,Sandy,South,55.46,40,51.04
2.84,Maize,Rainfed,Clay,North,95.01,30,83.82
1.37,Maize,Rainfed,Loam,East,34.62,30,41.14
2.89,Paddy,Borewell,Loam,North,159.35,50,152.92
3.12,Maize,Borewell,Sandy,South,102.06,30,87.83
0.73,Cotton,Borewell,Loam,South,33.2,40,26.72
1.61,Cotton,Rainfed,Loam,West,67.47,40,63.23
4.44,Cotton,Borewell,Sandy,East,150.78,40,160.26
1.85,Paddy,Rainfed,Clay,East,91.49,50,90.2
2.91,Paddy,Borewell,Sandy,North,165.62,50,157.5
1.7,Paddy,Borewell,Sandy,West,79.14,50,85.84
4.77,Paddy,Borewell,Loam,West,286.04,50,225.88
3.77,Paddy,Rainfed,Clay,West,167.58,50,169.96
0.54,Maize,Borewell,Clay,North,15.07,30,16.16
0.6,Cotton,Borewell,Clay,West,25.04,40,23.01
3.02,Paddy,Rainfed,Sandy,South,128.42,50,140.95
2.33,Cotton,Borewell,Clay,West,76.06,40,93.85
1.39,Cotton,Rainfed,Sandy,West,53.05,40,51.79
3.52,Cotton,Borewell,Sandy,East,151.64,40,129.83
2.61,Maize,Borewell,Loam,South,57.58,30,79.84
1.69,Maize,Rainfed,Loam,West,48.87,30,50.88
4.66,Cotton,Rainfed,Sandy,West,181.65,40,189.49
2.31,Maize,Borewell,Clay,North,81.4,30,73.14
1.78,Maize,Rainfed,Loam,East,59.92,30,52.68
4.23,Paddy,Rainfed,Clay,South,235.07,50,198.34
3.66,Maize,Rainfed,Sandy,North,92.82,30,105.35
1.83,Maize,Rainfed,Sandy,South,58.35,30,51.93
0.5,Maize,Rainfed,Sandy,West,15.86,30,14.01
0.97,Cotton,Borewell,Clay,East,31.77,40,37.87
2.64,Maize,Borewell,Loam,North,57.2,30,86.65
3.72,Cotton,Rainfed,Loam,East,128.21,40,143.4
2.52,Maize,Rainfed,Loam,West,76.59,30,70.25
1.35,Maize,Rainfed,Clay,East,45.75,30,38.53
2.21,Maize,Borewell,Loam,North,75.29,30,68.46
2.04,Maize,Rainfed,Loam,South,63.76,30,55.32
3.81,Cotton,Borewell,Sandy,South,143.79,40,161.95
4.8,Cotton,Borewell,Sandy,East,223.28,40,207.72
2.8,Paddy,Borewell,Sandy,North,123.21,50,139.02
3.6,Maize,Borewell,Sandy,East,123.34,30,101.67
4.63,Maize,Borewell,Sandy,North,153.84,30,152.2
4.46,Cotton,Borewell,Loam,South,149.85,40,164.34
1.01,Paddy,Rainfed,Sandy,South,42.7,50,51.65
4.12,Maize,Borewell,Loam,East,142.09,30,126.66
0.53,Maize,Borewell,Sandy,South,12.61,30,14.63
2.13,Paddy,Borewell,Clay,North,101.25,50,96.77
2.07,Cotton,Rainfed,Loam,North,65.38,40,85.24
2.59,Paddy,Rainfed,Loam,North,122.72,50,127.63
4.8,Paddy,Borewell,Clay,East,193.77,50,240.8
3.81,Cotton,Borewell,Loam,West,149.11,40,165.48
2.2,Paddy,Rainfed,Clay,North,102.5,50,100.95
3.24,Paddy,Rainfed,Clay,North,136.75,50,150.99
2.95,Cotton,Borewell,Clay,West,114.01,40,107.99
3.64,Paddy,Rainfed,Loam,West,184.16,50,170.68
2.61,Cotton,Borewell,Loam,East,110.68,40,105.01
2.28,Maize,Borewell,Clay,East,58.9,30,69.91
4.73,Cotton,Rainfed,Loam,East,195.99,40,173.11
2.57,Maize,Borewell,Clay,West,88.31,30,70.85
4.95,Cotton,Rainfed,Loam,East,232.56,40,181.3
4.7,Cotton,Borewell,Loam,North,165.73,40,200.96
2.38,Maize,Rainfed,Loam,North,65.72,30,73.32
3.99,Maize,Borewell,Sandy,North,85.81,30,121.93
1.34,Maize,Borewell,Loam,East,35.09,30,38.98
2.61,Maize,Borewell,Sandy,East,67.89,30,72.15
1.16,Maize,Borewell,Sandy,North,24.94,30,34.59
4.8,Paddy,Borewell,Clay,West,181.88,50,261.42
3.8,Cotton,Borewell,Clay,South,154.85,40,156.42
4.22,Maize,Rainfed,Sandy,South,95.39,30,126.72
3.64,Paddy,Rainfed,Loam,West,180.8,50,194.11
0.83,Maize,Rainfed,Clay,North,26.03,30,25.07
2.21,Maize,Rainfed,Clay,East,57.69,30,67.9
4.51,Cotton,Borewell,Sandy,West,171.04,40,192.12
2.31,Cotton,Rainfed,Loam,South,69.41,40,84.3
0.73,Maize,Rainfed,Sandy,West,19.49,30,21.19
3.73,Cotton,Borewell,Clay,West,159.85,40,135.8
1.5,Cotton,Borewell,Loam,South,50.23,40,60.57
1.15,Paddy,Borewell,Sandy,North,44.1,50,62.6
4.12,Paddy,Borewell,Loam,North,162.81,50,202.15
2.1,Paddy,Rainfed,Loam,South,115.03,50,105.21
1.08,Cotton,Rainfed,Clay,West,46.2,40,42.31
1.68,Maize,Borewell,Loam,North,44.74,30,50.38
2.04,Maize,Rainfed,Sandy,East,50.24,30,59.96
0.59,Cotton,Rainfed,Sandy,East,25.64,40,22.05
0.7,Cotton,Borewell,Clay,East,28.75,40,29.53
4.16,Cotton,Borewell,Sandy,East,157.54,40,156.59
3.82,Cotton,Rainfed,Loam,West,160.42,40,145.05
4.57,Paddy,Rainfed,Sandy,South,171.87,50,250.56
4.37,Paddy,Rainfed,Clay,East,228.1,50,237.67
3.75,Maize,Borewell,Clay,West,89.46,30,111.2
0.82,Paddy,Borewell,Loam,South,36.69,50,42.98
2.24,Paddy,Borewell,Sandy,West,96.9,50,114.14
4.42,Maize,Borewell,Clay,West,95.97,30,129.56
1.21,Cotton,Borewell,Clay,East,50.71,40,44.58
3.49,Cotton,Borewell,Loam,North,117.7,40,131.19
4.71,Paddy,Rainfed,Loam,West,167.03,50,232.57
0.6,Cotton,Rainfed,Loam,West,22.6,40,24.01
1.95,Maize,Borewell,Clay,South,44.82,30,57.05
3.53,Paddy,Borewell,Loam,South,192.6,50,177.59
3.15,Maize,Borewell,Clay,West,75.63,30,90.48
1.23,Maize,Rainfed,Sandy,West,30.43,30,34.87
2.84,Paddy,Borewell,Clay,South,139.35,50,154.64
1.38,Paddy,Borewell,Sandy,South,70.44,50,73.38
3.02,Paddy,Borewell,Loam,North,124.95,50,143.83
0.68,Maize,Borewell,Clay,South,17.4,30,21.4
0.71,Cotton,Rainfed,Loam,West,22.99,40,29.57
4.02,Maize,Rainfed,Sandy,North,111.88,30,125.38
2.25,Paddy,Rainfed,Loam,West,87.75,50,110.21
3.11,Cotton,Rainfed,Loam,East,146.05,40,113.67
2.78,Cotton,Rainfed,Sandy,North,96.13,40,111.38
0.61,Cotton,Borewell,Clay,East,20.9,40,25.96
2.99,Cotton,Borewell,Loam,West,110.66,40,114.47
1.84,Maize,Rainfed,Sandy,North,49.21,30,58.9
4.85,Cotton,Rainfed,Sandy,East,178.35,40,189.86
4.31,Paddy,Borewell,Loam,West,196.85,50,217.74
1.54,Cotton,Rainfed,Sandy,West,66.02,40,61.99
4.14,Paddy,Borewell,Loam,East,225.71,50,195.2
3.72,Paddy,Borewell,Clay,West,204.61,50,180.28
1.28,Maize,Borewell,Clay,East,26.93,30,38.02
2.09,Maize,Borewell,Loam,East,61.29,30,58.79
4.37,Cotton,Borewell,Sandy,East,144.89,40,165.24
2.66,Paddy,Rainfed,Sandy,West,126.27,50,125.42
1.72,Maize,Borewell,Sandy,East,40.5,30,53.85
3.97,Maize,Borewell,Sandy,North,110.9,30,124.2
3.81,Cotton,Rainfed,Sandy,West,117.22,40,166.61
4.19,Maize,Borewell,Loam,North,100.84,30,117.81
1.07,Paddy,Rainfed,Clay,South,41.15,50,56.16
2.61,Cotton,Borewell,Clay,North,113.95,40,109.54
3.22,Maize,Borewell,Clay,West,100.77,30,87.29
1.9,Cotton,Borewell,Loam,North,77.44,40,68.54
0.65,Cotton,Rainfed,Clay,North,29.27,40,26.96
1.69,Maize,Rainfed,Sandy,South,52.93,30,53.67
1.88,Cotton,Rainfed,Sandy,North,54.0,40,81.71
2.05,Cotton,Rainfed,Loam,North,61.77,40,81.87
3.96,Paddy,Borewell,Sandy,South,160.54,50,188.87
1.59,Cotton,Rainfed,Clay,South,76.06,40,59.75
3.09,Maize,Borewell,Loam,South,107.78,30,86.15
4.87,Cotton,Rainfed,Clay,North,228.64,40,209.78
1.47,Maize,Rainfed,Sandy,East,44.85,30,46.4
4.94,Paddy,Rainfed,Loam,North,195.18,50,260.14
2.02,Cotton,Rainfed,Clay,North,63.66,40,79.53
4.07,Paddy,Borewell,Sandy,North,189.75,50,205.03
4.98,Paddy,Rainfed,Sandy,North,223.99,50,254.75
2.14,Paddy,Borewell,Clay,East,95.91,50,111.19
4.72,Maize,Borewell,Sandy,South,137.52,30,149.2
0.9,Maize,Borewell,Sandy,South,21.75,30,27.01
0.59,Maize,Borewell,Loam,East,14.63,30,17.76
0.57,Paddy,Rainfed,Clay,East,23.72,50,28.58
3.08,Maize,Borewell,Clay,East,107.45,30,95.09
2.37,Paddy,Borewell,Loam,East,138.07,50,125.25
1.4,Cotton,Rainfed,Loam,North,42.86,40,57.97
3.02,Maize,Rainfed,Sandy,East,99.19,30,94.93
3.31,Maize,Rainfed,Sandy,South,118.48,30,99.97
1.01,Paddy,Rainfed,Clay,South,56.26,50,47.99
4.0,Cotton,Rainfed,Loam,East,188.57,40,166.3
3.18,Paddy,Rainfed,Sandy,East,147.9,50,154.69
2.09,Paddy,Borewell,Loam,South,106.4,50,109.75
3.55,Maize,Rainfed,Clay,North,85.12,30,106.37
4.06,Cotton,Borewell,Loam,South,152.31,40,163.59
3.97,Maize,Rainfed,Loam,West,122.75,30,116.94
4.53,Cotton,Borewell,Loam,North,141.57,40,199.16
1.03,Cotton,Rainfed,Clay,South,29.15,40,44.41
1.6,Maize,Rainfed,Loam,East,51.11,30,50.99
4.37,Cotton,Borewell,Clay,East,209.03,40,167.6
3.7,Maize,Borewell,Loam,South,84.1,30,108.93
